-1.022202475703258E-014	 0.000000000000000E+000
 2.361471385126532E+001	-2.571728109995711E+001
-1.927295698251081E+001	 3.496213986101953E+000
 1.424353479882243E+001	 6.746609649697763E+000
-6.955099995205634E+000	-1.410091657006295E+001
-5.671229354477761E+000	 1.846343872496418E+001
 2.810840737936331E+001	-9.968948103448389E+000
-2.941182992397830E+001	-4.787781103101956E+001
-8.660875723117792E+001	-2.099055112333950E+001
-6.341220784373075E+000	-1.903545348244355E+001
 8.535518655396331E+000	-4.807636205254378E+000
-7.609602199649036E+000	 3.549966970032503E+000
 8.290698350250638E+000	 2.881272731024082E+000
-2.458087304730141E+000	-1.140015979705512E+001
-1.508188975895515E+001	 7.429585956821215E+000
 5.437542430547891E+000	 2.066458940752514E+001
 1.254223817085684E+001	 9.535052055521476E+000
-2.353135467925627E+000	 6.357657329991933E+000
-1.007052362160155E+000	 2.403760176713376E+000
 1.357520399016529E+000	-3.289764369524500E+000
-3.550412163040390E+000	 5.397863695224323E-001
 1.705169930239785E+000	 4.147430585737441E+000
 4.747572727283282E+000	-1.866928903970889E+000
 1.384908237569325E-001	-4.213641118388325E+000
-2.326191839473356E-001	-1.603718616760131E+000
 1.285473641490704E+000	-1.471536120945676E+000
-2.900008146246530E-001	-2.955532982712886E-001
 1.570582818560167E-002	 1.142147312763410E+000
 1.024729483070538E+000	-4.039664503912411E-001
-4.793322610716728E-001	-1.088907794773801E+000
-9.776584349316377E-001	 2.369947623689641E-001
-2.046141859494963E-001	 4.342184554589067E-001
-3.411620674772814E-001	 9.451634943088805E-002
-2.790130792252008E-001	 2.861638810515030E-001
 1.752083724440411E-001	-4.195840263953635E-002
-7.080111604217343E-002	-2.900171717670283E-001
-2.371347076912372E-001	 1.221830541979934E-001
 8.511216573420384E-002	 2.158953863042258E-001
 1.276612559236860E-001	-4.887942560008690E-003
 4.070861987383730E-002	 1.983991941235632E-002
 1.047140940885342E-001	 1.932720432965127E-002
 3.162080864636007E-002	-5.419846854367007E-002
-5.433384215043152E-002	 2.907446611851051E-002
 2.376104482053575E-002	 6.030581515490457E-002
 4.435787939140515E-002	-2.526568372487906E-002
-9.179438543922894E-003	-3.053843787043865E-002
-4.229081559868545E-003	-4.863372683603507E-003
-3.973058227591884E-003	-1.982089830744151E-002
-2.113853802367822E-002	-5.629219218712921E-003
 9.361002903106856E-004	 1.076629091131313E-002
 1.260662975777093E-002	-8.262349940881864E-003
-5.222718156102221E-003	-1.036955594633440E-002
-6.296574251618156E-003	 3.776220299884843E-003
 6.497128179522494E-005	 2.030274648922149E-003
-3.056937818270625E-003	 1.288351974939529E-003
 1.188302323821887E-004	 5.244138585497731E-003
 3.545540181588185E-003	 3.923234217360757E-004
-1.403863326756693E-003	-2.152372526405166E-003
-2.333868141865498E-003	 1.679219475156245E-003
 8.481461105969152E-004	 1.386663954817135E-003
 4.907563183470520E-004	-3.484714929848214E-004
 2.411371574022535E-004	 4.175378275980635E-004
 1.066781167366514E-003	-2.265057043570846E-004
-2.599246570041292E-005	-9.867401118592762E-004
-5.399560999708667E-004	 1.527973495666106E-004
 3.937464207210265E-004	 3.942666633778955E-004
 3.361076368725871E-004	-2.632164406524264E-004
-9.302288592559469E-005	-1.047608770882404E-004
 6.022153637235827E-005	-1.007021223726055E-005
-7.277007081433795E-005	-1.981170288879114E-004
-2.293270168996641E-004	 4.081291746187785E-005
 2.872386161516276E-005	 1.509699153254199E-004
 7.674030992412049E-005	-6.626961771943905E-005
-7.367791193758853E-005	-5.981753972574087E-005
-3.075381806683802E-005	 2.962650610564621E-005
 1.463712238446262E-006	-1.211821887273841E-005
-3.586773640114219E-005	 1.362564757098427E-005
 1.597515352101289E-005	 4.800985517925007E-005
 3.802713947205770E-005	-9.447791765176759E-006
-1.132080415580472E-005	-1.934595693545008E-005
-9.626223096000853E-006	 1.534382332731157E-005
 9.931046677879495E-006	 6.154017790109271E-006
-1.151963931820488E-006	-1.129476890418493E-006
 2.578345196006157E-006	 7.288280824046478E-006
 9.376032326296489E-006	-3.988866981152575E-006
-3.218593192489445E-006	-8.681111686174280E-006
-5.035258628509355E-006	 2.394243971471068E-006
 2.842148733325608E-006	 1.955188973564880E-006
 8.106450123883581E-007	-2.487109923795042E-006
-7.499954155314572E-007	 5.746814661359965E-008
 1.344881849427186E-006	-5.525022173227258E-007
-8.847513391455467E-007	-1.921228719915623E-006
-1.802473138267046E-006	 8.782277360652721E-007
 6.338480517524885E-007	 1.237706876361991E-006
 4.912110140818437E-007	-5.403799632650296E-007
-5.162485928792029E-007	-9.244015013409650E-008
 5.074709386605498E-008	 2.610106093792396E-007
-7.160505841302677E-008	-2.289715486818048E-007
-3.845209668137975E-007	 2.092083718696938E-007
 2.077394076505322E-007	 3.756490819599916E-007
 2.733914215631199E-007	-1.684747124286593E-007
-1.190711915690159E-007	-1.302979158738817E-007
-1.644591457809626E-008	 9.903055035290887E-008
 6.477003399515974E-008	-2.500036353560638E-008
